V2_READ_CODE	V2_TERM_CODE	V2_TERM	V3_READ_CODE	V3_TERM_ID	V3_TERM	SNOMED_CONCEPT_ID	SNOMED_DESCRIPTION_ID	SNOMED_TERM	KEY	COMMENTS	REPORT	REQUEST	BATTERY	LEVEL	TEST	RATIO	BOOLEAN	TEXT	STATUS	RELEASE_DATE
44A3.	00	Serum renin activity	44A3.	Y7Fbq	Serum renin activity	1027181000000104	2598691000000116	Serum renin activity		Serum is not used for renin mass or activity measurement. Deleted Oct 2013	T	T	F	T	T	F	F	F	D	1997-03-01
44A5.	00	Serum erythropoetin level	44A5.	YMGpx	Serum erythropoetin level	997231000000106	2569171000000117	Serum erythropoietin level	EPO		T	T	F	T	T	F	F	F	C	1997-03-01
44B..	00	Serum alpha-feto protein	XE2ds	YabTF	Serum alpha-fetoprotein level	997241000000102	2581781000000115	Serum alpha foetoprotein level	AFP		T	T	F	T	T	F	F	F	C	1997-03-01
44C4.	00	Serum amylase (pancreatic)	XM14L	YadvG	Serum amylase level	1027191000000102	2602221000000111	Serum amylase (pancreatic)		Deleted: use 44CN. (Serum amylase level)	T	T	F	T	T	F	F	F	D	1997-03-01
44C5.	00	Serum caeruloplasmin	XE2dt	YabTG	Serum caeruloplasmin level	997251000000104	2559811000000113	Serum caeruloplasmin level			T	T	F	T	T	F	F	F	C	1997-03-01
44C6.	00	Serum A1 - antitrypsin	XE2du	YabTH	Serum A1 antitrypsin level	999601000000106	2563691000000111	Serum A1 antitrypsin level			T	T	F	T	T	F	F	F	C	1997-03-01
44C7.	00	Serum P1 - phenotype	XaEEE	Yae3g	Serum P1 phenotype	999611000000108	2569461000000118	Serum P1 phenotype level			T	T	F	F	T	F	F	T	C	1997-03-01
44C8.	00	Serum A1 - acid glycoprotein	XE2dw	YabTJ	Serum A1 acid glycoprot level	999621000000102	2572881000000110	Serum A1 acid glycoprotein level			T	T	F	T	T	F	F	F	C	1997-03-01
44CA.	00	Serum haptoglobin	44CA.	Y7FEu	Serum haptoglobin level	999631000000100	2584181000000117	Serum haptoglobin level			T	T	F	T	T	F	F	F	C	1997-03-01
44CB.	00	Serum transferrin	XE2dx	YabTK	Serum transferrin level	999641000000109	2555671000000118	Serum transferrin level			T	T	F	T	T	F	F	F	C	1997-03-01
44CC.	00	Plasma C reactive protein	XE2dy	YabTL	Plasma C-reactve protein level	999651000000107	2569471000000113	Plasma C reactive protein	CRP		T	T	F	T	T	F	F	F	C	1997-03-01
44CD.	00	Serum sex hormne binding glob	44CD.	YMGpp	Serum sex hormne binding glob	999661000000105	2563701000000111	Serum sex hormone binding globulin level	SHBG		T	T	F	T	T	F	F	F	C	1997-03-01
44CF.	00	Serum beta 2 microglobulin lev	44CF.	YMGq0	Serum beta 2 microglobulin lev	999671000000103	2555681000000116	Serum beta 2 microglobulin level	B2M		T	T	F	T	T	F	F	F	C	1997-03-01
44CH.	00	Serum ACE level	44CH.	Yae2Y	Serum ACE level	999681000000101	2560201000000114	Serum angiotensin converting enzyme level	ACE		T	T	F	T	T	F	F	F	C	1997-03-01
44D..	00	Liver function tests - general	X77WP	YMIDB	Liver function tests	1031081000000108	2602081000000117	Liver function tests		Deleted: use 44D6. (Liver function test)	T	T	T	F	F	F	F	T	D	1997-03-01
44D5.	00	Serum lactate	XE2e0	YabTN	Serum lactate level	1028071000000101	2600571000000113	Serum lactate level		Deleted Oct 14.  Use 44D8. Plasma lactate.	T	T	F	T	T	F	F	F	D	1997-03-01
44E..	00	Serum bilirubin level	44E..	Y7FeH	Serum bilirubin level	999691000000104	2577161000000111	Serum bilirubin level	BIL		T	T	T	T	T	F	F	F	C	1997-03-01
44E4.	00	Direct (conjugated) bilirubin	XaX4X	YMIDC	Direct (conjugated) bilirubin	1028081000000104	2595891000000110	Direct (conjugated) bilirubin		Deleted: specific "Serum" & "Plasma" terms have been added: 44EB. (Serum conj bilirubin level) & 44E8. (Plasma conj bilirubin level)	T	T	F	T	T	F	F	F	D	1997-03-01
44E7.	00	Se conj total bilirubin ratio	XE2mf	Yae9x	Serum conj/total bilirub ratio	999701000000104	2569481000000110	Serum conjugated:total bilirubin ratio			T	T	F	F	T	T	F	F	C	1997-03-01
44F..	00	Serum alkaline phosphatase	XE2px	Yabbs	Serum alkal phosphatase level	1000621000000104	2560271000000118	Serum alkaline phosphatase level	ALP		T	T	F	T	T	F	F	F	C	1997-03-01
44F7.	00	Alk. Phos. Isoenzyme studies	44F7.	YMGpn	Alk. Phos. Isoenzyme studies	1000631000000102	2563771000000115	Alkaline phosphatase isoenzyme studies		Deleted: heading term - not recommended to be used as a test term. Reinstated as battery header 2003-07-01	T	T	T	F	T	F	F	T	C	1997-03-01
44G3.	00	ALT/SGPT serum level	XaLJx	YaoP8	Serum ALT level	1018251000000107	2579431000000117	Serum alanine aminotransferase level	ALT	To be deleted October 2006  - replaced by 44GB. : Serum ALT level....April 2013: found not deleted as intended - deleted.	T	T	F	T	T	F	F	F	D	1997-03-01
44G4.	00	Gamma - G.T. level	44G4.	Y7Fbf	Gamma-glutamyl transferase lev	1028091000000102	2600751000000114	GGT (gamma-glutamyl transferase) level		Deleted: specific "Serum" & "Plasma" terms have been added: 44G9. (Serum gamma GT level) & 44G7. (Plasma gamma GT level)	T	T	F	T	T	F	F	F	D	1997-03-01
44H4.	00	CK - creatine kinase level	44H4.	Y7Fbb	Creatine kinase level	1028101000000105	2602271000000110	Creatine kinase level		Deleted: specific "Serum" & "Plasma" terms have been added: 44HG. (Serum creatine kinase level) & 44HE. (Plasma creatine kinase level)	T	T	F	T	T	F	F	F	D	1997-03-01
44H5.	00	AST - aspartate transam.(SGOT)	XE25Q	Y7FbX	Aspartate transaminase level	1031101000000102	2643081000000115	Aspartate aminotransferase level		Deleted: specific "Serum" & "Plasma" terms have been added: 44HB. (AST serum level) & 44HC. (Plasma AST level)	T	T	F	T	T	F	F	F	D	1997-03-01
44H6.	00	LDH (HBD) level	XE2sG	Y7Fbj	Lactate dehydrogenase level	1028111000000107	2600301000000114	Lactate dehydrogenase level		Deleted: specific "Serum" & "Plasma" terms have been added: 44HF. (Serum LDH level) & 44HD. (Plasma LDH level)	T	T	F	T	T	F	F	F	D	1997-03-01
44H8.	00	Serum CPK MB isoenzyme level	44H8.	YMGpY	Serum CPK MB isoenzyme level	1028121000000101	2599551000000119	Serum creatinine phosphokinase MB isoenzyme level	CKMB	Deleted 011010 use 44HL.  CKMB isoenzyme level	T	T	F	T	T	F	F	F	D	1997-03-01
44I..	00	Serum electrolytes	XE2mj	Yabar	Serum electrolyte levels	1000641000000106	2571731000000112	Serum electrolytes level	U&E		T	T	T	F	F	F	F	F	C	1997-03-01
44I4.	00	Serum potassium	XE2pz	Yabas	Serum potassium level	1000651000000109	2573011000000117	Serum potassium level	K		T	T	F	T	T	F	F	F	C	1997-03-01
44I5.	00	Serum sodium	XE2q0	Yabat	Serum sodium level	1000661000000107	2560861000000114	Serum sodium level	Na		T	T	F	T	T	F	F	F	C	1997-03-01
44I6.	00	Serum chloride	XE2q1	Yabbt	Serum chloride level	1000671000000100	2560871000000119	Serum chloride level	Cl		T	T	F	T	T	F	F	F	C	1997-03-01
44I7.	00	Serum bicarbonate	XE2q2	Yabau	Serum bicarbonate level	1000681000000103	2571741000000115	Serum bicarbonate level	Bic		T	T	F	T	T	F	F	F	C	1997-03-01
44I8.	00	Serum calcium	XE2q3	Yabav	Serum calcium level	1000691000000101	2560881000000117	Serum calcium level	Ca		T	T	F	T	T	F	F	F	C	1997-03-01
44I9.	00	Serum inorganic phosphate	XE2q4	Yabbu	Serum inorgan phosphate level	1000701000000101	2573021000000111	Serum inorganic phosphate level	Phos		T	T	F	T	T	F	F	F	C	1997-03-01
44IA.	00	Plasma anion gap	XE2mk	Yabaw	Plasma anion gap level	1000711000000104	2571751000000117	Plasma anion gap	AG		T	T	F	T	T	F	F	F	C	1997-03-01
44IB.	00	Serum anion gap	XE2ml	Yabax	Serum anion gap level	1000721000000105	2560891000000115	Serum anion gap	AG		T	T	F	T	T	F	F	F	C	1997-03-01
44IC.	00	Corrected serum calcium level	Xabpk	Yaxbx	Serum adjusted calcium conc	935051000000108	2395071000000118	Serum adjusted calcium concentration	Cca	Deleted Oct 14. Use 44IC0. Serum adjusted calcium conc (as per Pathology Harmony initiative)	T	T	F	T	T	F	F	F	D	1997-03-01
44J..	00	Blood urea/renal function	XE25R	Y7Fa2	Blood urea/renal function	1028131000000104	2598741000000118	Blood urea/renal function		Deleted: not clinically useful as ambiguous if used in isolation. Suitable and specific alternative codes exist.	T	T	T	F	F	F	F	F	D	1997-03-01
44J3.	00	Serum creatinine	XE2q5	Yabay	Serum creatinine level	1000731000000107	2577271000000111	Serum creatinine level	Creat		T	T	F	T	T	F	F	F	C	1997-03-01
44J4.	00	Serum osmolality	XE2e1	Y7Faw	Serum osmolality	1000741000000103	2555821000000116	Serum osmolality	Osm		T	T	F	T	T	F	F	F	C	1997-03-01
44J5.	00	Renal profile	44J5.	Y7GPA	Renal profile	1000751000000100	2584351000000113	Renal profile			T	T	T	F	F	F	F	F	C	1997-03-01
44K..	00	Blood urate	XE2e2	YabTP	Blood urate level	1028231000000107	2600581000000110	Blood urate level		Deleted: specific "Serum" and "Plasma" codes are available: 44K5. (Serum urate level) & 44K6. (Plasma urate level)	T	T	F	T	T	F	F	F	D	1997-03-01
44L1.	00	Blood zinc	XE2qv	Yabb0	Blood zinc level	1028241000000103	2600691000000113	Blood zinc level	Zn	Deleted Oct14.  Use serum/plasma/urine codes	T	T	F	T	T	F	F	F	D	1997-03-01
44L2.	00	Blood magnesium	XE2qw	Yabb1	Blood magnesium level	1000761000000102	2577281000000113	Blood magnesium level	Mg		T	T	F	T	T	F	F	F	C	1997-03-01
44L3.	00	Blood aluminium	XE25T	YabSk	Blood aluminium level	1000771000000109	2571761000000119	Blood aluminium level	Al		T	T	F	T	T	F	F	F	C	1997-03-01
44L4.	00	Blood copper	XE2qy	Yabb2	Blood copper level	1000781000000106	2555841000000111	Blood copper level	Cu		T	T	F	T	T	F	F	F	C	1997-03-01
44L5.	00	Serum vitamin A	XE2q6	Yabb3	Serum vitamin A level	1000791000000108	2560901000000119	Serum vitamin A level	VITA		T	T	F	T	T	F	F	F	C	1997-03-01
44LA.	00	Serum vitamin D	XE2e7	YabTU	Serum vitamin D level	1031181000000107	2600591000000112	Serum vitamin D level	VITD	Deleted Oct 14.  Use 25-OH Vit D entries	T	T	T	T	T	F	F	F	D	1997-03-01
44LB.	00	Serum vitamin E	XE2e8	YabTV	Serum vitamin E level	1000801000000107	2560291000000119	Serum vitamin E level	VITE		T	T	F	T	T	F	F	F	C	1997-03-01
44M3.	00	Serum total protein	XE2e9	YabTW	Serum total protein level	1000811000000109	2577291000000110	Serum total protein	TP		T	T	F	T	T	F	F	F	C	1997-03-01
44M4.	00	Serum albumin	XE2eA	YabTX	Serum albumin level	1000821000000103	2571781000000111	Serum albumin level	ALB		T	T	F	T	T	F	F	F	C	1997-03-01
44MA.	00	Plasma total protein	XE2eC	YabTZ	Plasma total protein level	1005651000000101	2585771000000119	Plasma total protein	TP		T	T	F	T	T	F	F	F	C	1997-03-01
44N8.	00	Electrophoresis: paraprotein	44N8.	Y7GOe	Electrophoresis: paraprotein	1026421000000107	2598831000000116	Electrophoresis: paraprotein		Deleted: result code - represented elsewhere in message	T	T	F	F	T	F	F	F	D	1997-03-01
44N9.	00	Electrophoresis: cryoglobulin	44N9.	Y7GOf	Electrophoresis: cryoglobulin	1026431000000109	2598841000000113	Electrophoresis: cryoglobulin		Deleted: result code - represented elsewhere in message	T	T	F	F	T	F	F	F	D	1997-03-01
44O..	00	Serum lipids	XE2q7	Yabb4	Serum lipid levels	1005661000000103	2573511000000110	Serum lipids level			T	T	T	F	F	F	F	F	C	1997-03-01
44P..	00	Serum cholesterol	XE2eD	YabTa	Serum cholesterol level	1005671000000105	2551271000000118	Serum cholesterol level	Chol		T	T	T	T	T	F	F	F	C	1997-03-01
44P5.	00	Serum HDL cholesterol level	44P5.	Y7FfN	Serum HDL cholesterol level	1005681000000107	2577901000000110	Serum high density lipoprotein cholesterol level	HDL		T	T	F	T	T	F	F	F	C	1997-03-01
44P9.	00	Serum cholesterol studies	44P9.	YMGpz	Serum cholesterol studies	1026441000000100	2599591000000110	Serum cholesterol studies		Deleted: heading term - not recommended to be used as a test term	T	T	T	F	F	F	F	F	D	1997-03-01
44PB.	00	Serum fast HDL cholesterol lev	44PB.	YaZ38	Serum fast HDL cholesterol lev	1026451000000102	2599931000000119	Serum fasting HDL (high density lipoprotein) cholesterol level		Deleted: random/fasting should be represented elsewhere in the message. Use 44P5. (Serum HDL cholesterol level)	T	T	F	T	T	F	F	F	D	1997-03-01
44PC.	00	Ser random HDL cholesterol lev	44PC.	YaZ39	Ser random HDL cholesterol lev	1026461000000104	2599971000000117	Serum random HDL (high density lipoprotein) cholesterol level		Deleted: random/fasting should be represented elsewhere in the message. Use 44P5. (Serum HDL cholesterol level)	T	T	F	T	T	F	F	F	D	1997-03-01
44PD.	00	Serum fast LDL cholesterol lev	44PD.	YaZ3H	Serum fast LDL cholesterol lev	1026471000000106	2599941000000111	Serum fasting LDL (low density lipoprotein) cholesterol level		Deleted: random/fasting should be represented elsewhere in the message. Use 44P6. (Serum LDL cholesterol level)	T	T	F	T	T	F	F	F	D	1997-03-01
44PE.	00	Ser random LDL cholesterol lev	44PE.	YaZ3I	Ser random LDL cholesterol lev	1026481000000108	2599981000000115	Serum random LDL (low density lipoprotein) cholesterol level		Deleted: random/fasting should be represented elsewhere in the message. Use 44P6. (Serum LDL cholesterol level)	T	T	F	T	T	F	F	F	D	1997-03-01
44Q..	00	Serum triglycerides	XE2q9	Yabb5	Serum triglyceride levels	1005691000000109	2551281000000116	Serum triglycerides level	Trig		T	T	F	T	T	F	F	F	C	1997-03-01
44Q4.	00	Serum fasting triglyceride lev	44Q4.	YaZ3A	Serum fasting triglyceride lev	1026491000000105	2599951000000114	Serum fasting triglyceride level		Deleted: random/fasting should be represented elsewhere in the message. Use 44Q.. (Serum triglycerides)	T	T	F	T	T	F	F	F	D	1997-03-01
44Q5.	00	Serum random triglyceride lev	44Q5.	YaZ3B	Serum random triglyceride lev	1026501000000104	2599961000000112	Serum random triglyceride level		Deleted: random/fasting should be represented elsewhere in the message. Use 44Q.. (Serum triglycerides)	T	T	F	T	T	F	F	F	D	1997-03-01
44R..	00	Lipoprotein electrophoresis	44R..	Y7GNP	Lipoprotein electrophoresis	1005701000000109	2577911000000112	Lipoprotein electrophoresis			T	T	T	F	T	F	F	T	C	1997-03-01
44U..	00	Blood glucose result	X772z	Y7FhO	Blood glucose level	997671000000106	2563461000000115	Blood glucose level		Use 44TJ.  Blood glucose level.	T	T	F	F	T	F	F	F	D	1997-03-01
44U7.	00	2 hour post-prand blood gluc	44U7.	YMGqJ	2 hour post-prand blood gluc	1030551000000103	2599601000000116	2 hour post-prandial blood glucose level		Deleted: specific timed level terms available 44TE. (30 minute blood glucose level) - 44TI. (150 minute blood glucose level)	T	T	F	T	T	F	F	F	D	1997-03-01
44V..	00	Glucose tolerance test	XE25Z	Y7GQA	Glucose tolerance test	1005711000000106	2585781000000117	Glucose tolerance test			T	T	T	F	T	F	F	T	C	1997-03-01
44W1.	00	Serum aminophylline level	XE25a	Y7FYo	Serum aminophylline level	1005721000000100	2573521000000116	Serum aminophylline level			T	T	F	T	T	F	F	F	C	1997-03-01
44W2.	00	Serum phenobarbitone level	XE25b	YalpY	Serum phenobarbital level	1006651000000106	2556551000000116	Serum phenobarbitone level			T	T	F	T	T	F	F	F	C	1997-03-01
44W3.	00	Serum phenytoin level	XE25c	Y7FZI	Serum phenytoin level	1006661000000109	2551451000000114	Serum phenytoin level			T	T	F	T	T	F	F	F	C	1997-03-01
44W4.	00	Serum sodium valproate level	XE25d	Y7FZS	Serum sodium valproate level	1026691000000107	2598871000000119	Serum sodium valproate level		Deleted Oct 14.  Use 44W43 Serum valproate concentration	T	T	F	T	T	F	F	F	D	1997-03-01
44W5.	00	Serum carbamazepine level	XE25e	Y7FYu	Serum carbamazepine level	1006671000000102	2564531000000111	Serum carbamazepine level			T	T	F	T	T	F	F	F	C	1997-03-01
44W8.	00	Serum lithium level	XE25g	Y7FZ7	Serum lithium level	1006681000000100	2585951000000113	Serum lithium level	Li		T	T	T	T	T	F	F	F	C	1997-03-01
44W9.	00	Serum digoxin level	XE25h	Y7FYx	Serum digoxin level	1006691000000103	2556561000000118	Serum digoxin level	DIG		T	T	F	T	T	F	F	F	C	1997-03-01
44WB.	00	Serum paracetamol level	XE25j	Y7FZA	Serum paracetamol level	1006701000000103	2551461000000112	Serum paracetamol level	PAR		T	T	F	T	T	F	F	F	C	1997-03-01
44WD.	00	Serum amiodarone level	44WD.	YMGq1	Serum amiodarone level	1006711000000101	2564541000000119	Serum amiodarone level			T	T	T	T	T	F	F	F	C	1997-03-01
44WH.	00	Serum cyclosporin level	44WH.	Yalll	Serum ciclosporin level	1006721000000107	2556571000000113	Serum cyclosporin level			T	T	F	T	T	F	F	F	C	1997-03-01
44X3.	00	Blood ethanol level	44X3.	Y7FZW	Blood ethanol level	1006731000000109	2573661000000111	Blood ethanol level	ETOH		T	T	F	T	T	F	F	F	C	1997-03-01
44X8.	00	Blood lead level	44X8.	Y7FZf	Blood lead level	1006741000000100	2564551000000116	Blood lead level	Pb	Oct 2014: Use unit specific codes 44X80 or 44X81 (occupational  or clinical) to distinguish reported units.  This code to be deleted from BCL following transition to new codes.	T	T	F	T	T	F	F	F	C	1997-03-01
44Z1.	00	Serum fructosamine	XE2eE	YabTb	Serum fructosamine level	1006751000000102	2573671000000116	Serum fructosamine level	FRUCT		T	T	F	T	T	F	F	F	C	1997-03-01
44Z2.	00	Bone profile	44Z2.	Y7GNh	Bone profile	1006761000000104	2585971000000116	Bone profile		Heading term - not recommended to be used as a test term	T	T	T	F	F	F	F	F	C	1997-03-01
44Z3.	00	Serum total HCG level	44Z3.	YMJhx	Serum total HCG level	1006771000000106	2585981000000119	Serum total human chorionic gonadotropin level	hCG		T	T	F	T	T	F	F	F	C	1997-03-01
44Z4.	00	Serum zinc protoporphyrin	XE2bv	YaZux	Serum zinc protoporphyrin	1006781000000108	2564561000000118	Serum zinc protoporphyrin		Apr15: For deletion Oct15.  Invalid sample type. 44ZM0 RBC zinc protoporphyrin conc	T	T	F	T	T	F	F	F	C	1997-03-01
44a0.	00	Carcinoembryonic antigen level	X772k	Y7FgU	Carcinoembryonic antigen level	1026701000000107	2599271000000114	Carcinoembryonic antigen level	CEA	Deleted Oct 14.  Use 44a02 Se CEA (carcinoembrynic Ag) lv	T	T	F	T	T	F	F	F	D	1997-03-01
44a1.	00	Carbohydrate antigen 125 level	XaJNf	YamNb	CA125 level	1000461000000109	2607171000000117	Serum CA 125 (cancer antigen 125) level	CA125	Deleted Jan 05 - duplicate. Use 44a6. CA125 level	T	T	F	T	T	F	F	F	D	1997-03-01
44b..	00	Faecal fat screen	44b..	YaeeQ	Faecal fat screening	1015811000000103	2557731000000117	Faecal fat screening test		Deleted: use 44q1. (Faecal fat screening test)	T	T	F	F	T	F	T	T	D	1997-03-01
44c0.	00	Serum random lipoprotein level	44c0.	YaZ3D	Serum random lipoprotein level	1030571000000107	2600461000000117	Serum random lipoprotein level		Deleted: random/fasting should be represented elsewhere in the message. Use 44c.. (Serum lipoprotein level)	T	T	T	F	F	F	F	F	D	1997-03-01
44c1.	00	Serum fasting lipoproteins	44c1.	YabPg	Serum fasting lipprotein level	1026721000000103	2600491000000111	Serum fasting lipoprotein level		Deleted: random/fasting should be represented elsewhere in the message. Use 44c.. (Serum lipoprotein level)	T	T	T	F	F	F	F	F	D	1997-03-01
44d0.	00	Plasma random lipopr level	44d0.	YaZ3F	Plasma random lipopr level	1026731000000101	2600381000000116	Plasma random lipoprotein level		Deleted: random/fasting should be represented elsewhere in the message. Use 44d.. (Plasma lipoprotein level)	T	T	F	T	T	F	F	F	D	1997-03-01
44d1.	00	Plasma fasting lipopr level	44d1.	YaZ3G	Plasma fasting lipopr level	1028821000000109	2600401000000116	Plasma fasting lipoprotein level		Deleted: random/fasting should be represented elsewhere in the message. Use 44d.. (Plasma lipoprotein level)	T	T	F	T	T	F	F	F	D	1997-03-01
44d2.	00	Plasma rndm HDL cholest level	44d2.	YaZHZ	Plasma rndm HDL cholest level	1028831000000106	2600041000000114	Plasma random HDL (high density lipoprotein) cholesterol level		Deleted: random/fasting should be represented elsewhere in the message. Use 44dA. (Plasma HDL cholesterol level)	T	T	F	T	T	F	F	F	D	1997-03-01
44d3.	00	Plasma fast HDL cholest level	44d3.	YaZHY	Plasma fast HDL cholest level	1028841000000102	2600031000000117	Plasma fasting HDL (high density lipoprotein) cholesterol level		Deleted: random/fasting should be represented elsewhere in the message. Use 44dA. (Plasma HDL cholesterol level)	T	T	F	T	T	F	F	F	D	1997-03-01
44d4.	00	Plasma rndm LDL cholest level	44d4.	YaZHc	Plasma rndm LDL cholest level	1028851000000104	2600051000000112	Plasma random LDL (low density lipoprotein) cholesterol level		Deleted: random/fasting should be represented elsewhere in the message. Use 44dB. (Plasma LDL cholesterol level)	T	T	F	T	T	F	F	F	D	1997-03-01
44d5.	00	Plasma fast LDL cholest level	44d5.	YaZHd	Plasma fast LDL cholest level	1028861000000101	2600061000000110	Plasma fasting LDL (low density lipoprotein) cholesterol level		Deleted: random/fasting should be represented elsewhere in the message. Use 44dB. (Plasma LDL cholesterol level)	T	T	F	T	T	F	F	F	D	1997-03-01
44e0.	00	Plasma rndm triglyceride level	44e0.	YaZHf	Plasma rndm triglyceride level	1028871000000108	2600071000000115	Plasma random triglyceride level		Deleted: random/fasting should be represented elsewhere in the message. Use 44e.. (Plasma triglyceride level)	T	T	F	T	T	F	F	F	D	1997-03-01
44e1.	00	Plasma fast triglyceride level	44e1.	YaZHg	Plasma fast triglyceride level	1031321000000109	2600081000000118	Plasma fasting triglyceride level		Deleted: random/fasting should be represented elsewhere in the message. Use 44e.. (Plasma triglyceride level)	T	T	F	T	T	F	F	F	D	1997-03-01
